"Story","Title","Result","Date","Stability","Duration (s)"
"Comprobar que el producto seleccionado se encuentre en el carrito","realizar una compra de un producto","SUCCESS","2024-09-27T11:24:06.8676967-05:00[America/Bogota]","0.0","24.81"
