"Story","Title","Result","Date","Stability","Duration (s)"
"Comprobar que el producto seleccionado se encuentre en el carrito","realizar una compra de varios productos","SUCCESS","2024-09-27T11:24:49.9195171-05:00[America/Bogota]","0.0","20.97"
